term,count,files
yn-60 \m+5c4cd\m+5d5f1\m+5d1b9\m+5c1a6\m+5b1ed,1,44002液压系统管路图.dwg
"z 1#4"" g38-1",1,44002液压系统管路图.dwg
"z 1#4"" g38-3",1,52001组合刀架装配图.dwg
"z 1#8"" g38-3",1,44002液压系统管路图.dwg
"z1#8"" g38-3",1,61001.dwg
"z1/2"" g38-3",1,61001.dwg
"z1/4"" g38-3",1,61001.dwg
"z1/8"" g38-3",1,61001.dwg
z2,1,机械制图73.dwg
"z3#8""",1,44002液压系统管路图.dwg
zcusn5pb5zn5,1,轴承外圈强化研磨上下料系统11-2.dwg
zg 270-500,1,PE2540.0.dwg
zg310-570,1,JDB00000.DWG
zgmn13cr2,1,PE2540.0.dwg
zqsn10-1,1,蜗轮轮杆减速器装配图.dwg
zt1,1,四缸八气门凸轮轴(465Q).dwg
zt2,1,四缸八气门凸轮轴(465Q).dwg
zt3,1,四缸八气门凸轮轴(465Q).dwg
zt4,1,四缸八气门凸轮轴(465Q).dwg
zt5,1,四缸八气门凸轮轴(465Q).dwg
zt6,1,四缸八气门凸轮轴(465Q).dwg
zt7,1,四缸八气门凸轮轴(465Q).dwg
zt8,1,四缸八气门凸轮轴(465Q).dwg
zt9,1,四缸八气门凸轮轴(465Q).dwg
~,1,天花灯·COB技术文件1.dwg
±0.025,1,机械制图73.dwg
±0.1,1,天花灯·COB技术文件1.dwg
±0.12,1,天花灯·COB技术文件1.dwg
±0.14,1,天花灯·COB技术文件1.dwg
±0.16,1,天花灯·COB技术文件1.dwg
±0.18,1,天花灯·COB技术文件1.dwg
±0.1°,1,天花灯·COB技术文件1.dwg
±0.20,1,天花灯·COB技术文件1.dwg
±0.23,1,天花灯·COB技术文件1.dwg
±0.25,1,天花灯·COB技术文件1.dwg
±0.30,1,天花灯·COB技术文件1.dwg
±0.36,1,天花灯·COB技术文件1.dwg
±0.61,1,天花灯·COB技术文件1.dwg
±0.88,1,天花灯·COB技术文件1.dwg
±1.12,1,天花灯·COB技术文件1.dwg
±1.37,1,天花灯·COB技术文件1.dwg
±fpt,1,机械制图73.dwg
ø1 \m+5b6c6\m+5d0bf\m+5ccfa\m+5cbbf,1,11001床身装配图.dwg
ø1*200 \m+5b6c6\m+5d0bf\m+5b5cd\m+5ccbc\m+5b8d6\m+5cbbf,1,44002液压系统管路图.dwg
ø10 \m+5bbfa94-58,1,44002液压系统管路图.dwg
ø10*8,1,44002液压系统管路图.dwg
ø100,1,机械制图58.dwg
ø100+0.035^0,1,后机架更换桥6.20.dwg
ø100-0.036^-0.071,1,后机架更换桥6.20.dwg
ø101,1,后机架更换桥6.20.dwg
ø105,1,机械制图74.dwg
ø12,1,CAD图框.dwg
ø140,1,后机架更换桥6.20.dwg
ø160,1,后机架更换桥6.20.dwg
ø17,1,CAD图框.dwg
ø24,1,三视图2.dwg
ø39,1,机械制图61.dwg
ø39.9±0.2,1,四缸八气门凸轮轴(465Q).dwg
ø4*3,1,44002液压系统管路图.dwg
ø46h7,1,蜗轮.dwg
ø55h7,1,机械制图70.dwg
ø6*4,1,71001小立柱装配图2.dwg
ø62,1,CAD图框.dwg
ø68,1,机械制图73.dwg
ø76,1,机械制图73.dwg
ø8*6,1,44002液压系统管路图.dwg
ø80,1,后机架更换桥6.20.dwg
ø80+0.030^0,1,后机架更换桥6.20.dwg
ø81,1,后机架更换桥6.20.dwg
ø84h9,1,机械制图73.dwg
ø8x6,1,71001小立柱装配图2.dwg
ⅲ 散热器工序图 1、开料锯拉t铝管-------------------- 14 2、冲压剪角------------------------- 15 3、数控精车------------------------- 16 4、钻孔---------------------------- 17 5、亚银表面处理-------------------- 18 ⅲ 散热器工序图 1、开料锯拉t铝管-------------------- 14 2、冲压剪角------------------------- 15 3、数控精车------------------------- 16 4、钻孔---------------------------- 17 5、氧化表面处理-------------------- 18 5、氧化黑表面处理-------------------- 18.01 ⅳ辅料尺寸图 1、3led聚光镜片------------------ 19,1,天花灯·COB技术文件1.dwg
∅,1,806控制板.dwg
∅110+0.054^ -0,1,FU200-02-01-2.DWG
∅120,1,FU200-02-01-2.DWG
∅15.5,1,806控制板.dwg
∅150,1,FU200-02-01-2.DWG
∅158,1,CAD图框.dwg
∅197,1,CAD图框.dwg
∅22,1,CAD图框.dwg
∅25+0.013^ 0,1,a1汽缸.dwg
∅28,1,2-6机械制图.dwg
∅30,1,806控制板.dwg
∅365,1,泵.dwg
∅58,1,机械制图14.dwg
∅6,1,806控制板.dwg
∅64,1,2-6机械制图.dwg
∅7,1,806控制板.dwg
∅8\m+5cda8\m+5bfd7,1,机械制图62.dwg
≥25hrc,1,四缸八气门凸轮轴(465Q).dwg
≥35hrc,1,四缸八气门凸轮轴(465Q).dwg
≥45hrc,1,四缸八气门凸轮轴(465Q).dwg
◆产品爆炸图-01--------------------------- 1 ⅰ 面环工序图 1、开料锯拉铝管--------------------- 2 2、毛胚压型------------------------- 3 3、冲对脚、孔----------------------- 4 4、倒角---------------------------- 5 5、车底+车面------------------------ 7 6、表面处理------------------------- 8 7、高光车面 ------------------------ 9 ⅱ 内环工序图 1、开料锯拉铝管---------------------- 10 2、毛胚压型-------------------------- 11 3、冲对孔--------------------------- 12 5、车底----------------------------- 13 4、功螺纹--------------------------- 14 5、车面----------------------------- 15,1,天花灯·COB技术文件1.dwg
。,1,基质沥青计量罐.dwg
三乙胺,1,金雨薇-2-氯烟酸.dwg
三氯氧磷,1,金雨薇-2-氯烟酸.dwg
三氯氧磷 计量罐,1,金雨薇-2-氯烟酸.dwg
上下左右调节开关,1,装配图纸.dwg
上侧板,1,后机架更换桥6.20.dwg
上弯板,1,后机架更换桥6.20.dwg
上板,1,后机架更换桥6.20.dwg
下弯板,1,后机架更换桥6.20.dwg
下板,1,后机架更换桥6.20.dwg
不锈钢,1,1200型风送式喷雾机.dwg
不锈钢组件,1,1200型风送式喷雾机.dwg
不锈钢组焊件,1,1200型风送式喷雾机.dwg
专业,1,基质沥青计量罐.dwg
两处,1,轴的标注-1.dwg
中侧板,1,后机架更换桥6.20.dwg
中底板,1,后机架更换桥6.20.dwg
中心距及其偏差,1,蜗杆轴.dwg
中间平面模数,1,蜗轮.dwg
主前底板,1,后机架更换桥6.20.dwg
主前板,1,后机架更换桥6.20.dwg
举升销轴,1,后机架更换桥6.20.dwg
乙酸乙酯,1,金雨薇-2-氯烟酸.dwg
乙酸乙酯 计量罐,1,金雨薇-2-氯烟酸.dwg
乙醇,1,金雨薇-2-氯烟酸.dwg
乙醇 计量罐,1,金雨薇-2-氯烟酸.dwg
乙醚,1,金雨薇-2-氯烟酸.dwg
乙醚 计量罐,1,金雨薇-2-氯烟酸.dwg
乙醚储槽,1,金雨薇-2-氯烟酸.dwg
乙醚回收罐,1,金雨薇-2-氯烟酸.dwg
二恶烷,1,金雨薇-2-氯烟酸.dwg
二恶烷 计量罐,1,金雨薇-2-氯烟酸.dwg
产 品 编 号,1,天花灯·COB技术文件1.dwg
产品规格,1,天花灯·COB技术文件1.dwg
人孔,1,基质沥青计量罐.dwg
人孔pn0.6dn500,1,基质沥青计量罐.dwg
介质,1,基质沥青计量罐.dwg
件号,1,基质沥青计量罐.dwg
件数,1,基质沥青计量罐.dwg
传动比i,1,装配图.dwg
保温管,1,金雨薇-2-氯烟酸.dwg
倒角,1,天花灯·COB技术文件1.dwg
借（通）用件登记,1,后机架更换桥6.20.dwg
充装系数,1,基质沥青计量罐.dwg
入轴转速/r/min,1,装配图.dwg
全部凸轮基圆,1,四缸八气门凸轮轴(465Q).dwg
全部凸轮母线,1,四缸八气门凸轮轴(465Q).dwg
全部凸轮面,1,四缸八气门凸轮轴(465Q).dwg
公差,1,天花灯·COB技术文件1.dwg
公称尺寸,1,基质沥青计量罐.dwg
六角头螺栓m30x90,1,1200型风送式喷雾机.dwg
六角头螺栓m48x105,1,1200型风送式喷雾机.dwg
六角头螺栓m48x270,1,1200型风送式喷雾机.dwg
六角螺母m48,1,1200型风送式喷雾机.dwg
其余r2,1,四缸八气门凸轮轴(465Q).dwg
内侧板,1,后机架更换桥6.20.dwg
内板,1,后机架更换桥6.20.dwg
内环,1,天花灯·COB技术文件1.dwg
内连接板,1,后机架更换桥6.20.dwg
冲余料,1,天花灯·COB技术文件1.dwg
冲压线孔,1,天花灯·COB技术文件1.dwg
冲对角孔,1,天花灯·COB技术文件1.dwg
冷冻盐水出口管,1,金雨薇-2-氯烟酸.dwg
冷冻盐水进口管,1,金雨薇-2-氯烟酸.dwg
冷却水出口管,1,金雨薇-2-氯烟酸.dwg
冷却水进口管,1,金雨薇-2-氯烟酸.dwg
净重,1,天花灯·COB技术文件1.dwg
减震上耳板,1,后机架更换桥6.20.dwg
减震下耳板,1,后机架更换桥6.20.dwg
凸轮部位硬度检测图a,1,四缸八气门凸轮轴(465Q).dwg
分区,1,四缸八气门凸轮轴(465Q).dwg
切割,1,天花灯·COB技术文件1.dwg
刮油套,1,轴承外圈强化研磨上下料系统11-2.dwg
前侧板,1,后机架更换桥6.20.dwg
前围侧板,1,后机架更换桥6.20.dwg
前底板,1,后机架更换桥6.20.dwg
前斜侧板,1,后机架更换桥6.20.dwg
前斜板,1,后机架更换桥6.20.dwg
前桥传动轴,1,后机架更换桥6.20.dwg
前筒体,1,1200型风送式喷雾机.dwg
加强弯板,1,后机架更换桥6.20.dwg
加强筋,1,后机架更换桥6.20.dwg
动力传动系,1,后机架更换桥6.20.dwg
动力传动轴,1,后机架更换桥6.20.dwg
包装机,1,金雨薇-2-氯烟酸.dwg
单 重,1,后机架更换桥6.20.dwg
卡 扣,1,装配图纸.dwg
去 废 水 池,1,金雨薇-2-氯烟酸.dwg
去甲醇储槽,1,金雨薇-2-氯烟酸.dwg
反应釜1,1,金雨薇-2-氯烟酸.dwg
反应釜2,1,金雨薇-2-氯烟酸.dwg
反应釜3,1,金雨薇-2-氯烟酸.dwg
反应釜4,1,金雨薇-2-氯烟酸.dwg
变位系数,1,蜗轮.dwg
变压器,1,装配图纸.dwg
变矩器,1,后机架更换桥6.20.dwg
变速箱,1,后机架更换桥6.20.dwg
右视图,1,基质沥青计量罐.dwg
各缸排气凸轮位置图,1,四缸八气门凸轮轴(465Q).dwg
各缸进气凸轮位置图,1,四缸八气门凸轮轴(465Q).dwg
吊耳,1,装配图.dwg
后堵板,1,后机架更换桥6.20.dwg
后外侧板,1,后机架更换桥6.20.dwg
后尾架,1,后机架更换桥6.20.dwg
后底斜板,1,后机架更换桥6.20.dwg
后弯板,1,后机架更换桥6.20.dwg
后支撑组件,1,1200型风送式喷雾机.dwg
后斜板,1,后机架更换桥6.20.dwg
后机架,1,后机架更换桥6.20.dwg
后桥传动轴,1,后机架更换桥6.20.dwg
后桥驱动,1,后机架更换桥6.20.dwg
后筒体,1,1200型风送式喷雾机.dwg
后视镜外壳,1,装配图纸.dwg
后视镜开关安装槽,1,装配图纸.dwg
后视镜装配图,1,装配图纸.dwg
后车架立板,1,后机架更换桥6.20.dwg
喷雾器水泵,1,1200型风送式喷雾机.dwg
喷雾组件,1,1200型风送式喷雾机.dwg
固定传动轴,1,后机架更换桥6.20.dwg
图 名,1,金雨薇-2-氯烟酸.dwg
图号或标准号,1,基质沥青计量罐.dwg
圆垫板1,1,后机架更换桥6.20.dwg
圆垫板2,1,后机架更换桥6.20.dwg
圆柱销,1,装配图.dwg
圆柱销60x270,1,1200型风送式喷雾机.dwg
型式,1,基质沥青计量罐.dwg
垫圈,1,装配图.dwg
垫圈m12,1,轴承外圈强化研磨上下料系统11-2.dwg
垫圈m8,1,轴承外圈强化研磨上下料系统11-2.dwg
垫板,1,后机架更换桥6.20.dwg
垫片,1,装配图.dwg
基质沥青,1,基质沥青计量罐.dwg
基质沥青计量罐,1,基质沥青计量罐.dwg
堵板,1,后机架更换桥6.20.dwg
外板,1,后机架更换桥6.20.dwg
外购,1,装配图.dwg
外购拉管,1,天花灯·COB技术文件1.dwg
外购毛胚,1,天花灯·COB技术文件1.dwg
外购铝型材,1,天花灯·COB技术文件1.dwg
外购铝板,1,天花灯·COB技术文件1.dwg
外连接板,1,后机架更换桥6.20.dwg
头数,1,蜗杆轴.dwg
套筒,1,装配图.dwg
安装板,1,后机架更换桥6.20.dwg
定位销,1,装配图纸.dwg
"容积, m",1,基质沥青计量罐.dwg
密封圈b050100,1,装配图.dwg
导程角,1,蜗杆轴.dwg
封头dn1800x6,1,基质沥青计量罐.dwg
小3w天花灯内环,1,天花灯·COB技术文件1.dwg
小3w天花灯散热器,1,天花灯·COB技术文件1.dwg
小3w天花灯面环,1,天花灯·COB技术文件1.dwg
尺 寸,1,天花灯·COB技术文件1.dwg
尺寸,1,天花灯·COB技术文件1.dwg
工业皮革,1,装配图.dwg
工作压力，mpa,1,基质沥青计量罐.dwg
工艺流程图,1,金雨薇-2-氯烟酸.dwg
左右后视镜选择开关,1,装配图纸.dwg
布管图,1,基质沥青计量罐.dwg
带座轴承ucp218,1,1200型风送式喷雾机.dwg
干燥釜1,1,金雨薇-2-氯烟酸.dwg
平垫圈 30,1,1200型风送式喷雾机.dwg
平垫圈 48,1,1200型风送式喷雾机.dwg
年 月 日,1,后机架更换桥6.20.dwg
应用技术学院,1,1200型风送式喷雾机.dwg
底图总号,1,后机架更换桥6.20.dwg
底座,1,轴承外圈强化研磨上下料系统11-2.dwg
开关上盖,1,装配图纸.dwg
开关底座,1,装配图纸.dwg
开关装配图,1,装配图纸.dwg
开粗内孔,1,天花灯·COB技术文件1.dwg
弯底板,1,后机架更换桥6.20.dwg
弯板,1,后机架更换桥6.20.dwg
弹 簧,1,装配图纸.dwg
弹簧垫圈 30,1,1200型风送式喷雾机.dwg
弹簧垫片,1,后机架更换桥6.20.dwg
弹簧定位轴,1,装配图纸.dwg
总 重,1,后机架更换桥6.20.dwg
成品,1,金雨薇-2-氯烟酸.dwg
截面 1-1,1,天花灯·COB技术文件1.dwg
截面 12-12,1,天花灯·COB技术文件1.dwg
截面 4-4,1,天花灯·COB技术文件1.dwg
扭力弹簧,1,天花灯·COB技术文件1.dwg
技 术 特 性 表,1,基质沥青计量罐.dwg
技 术 要 求,1,四缸八气门凸轮轴(465Q).dwg
技 术 要 求 1.啮合侧隙大小用铅丝检验，保证侧隙不小于0.16mm，铅丝直径不得大于最小侧隙的两倍。 2.装配后外表面喷漆防锈。 3.调整，固定送料臂时，应留有轴向游隙:0.25-0.40mm。 4.装配后需转动灵活，各密封处不得有漏油现象。,1,轴承外圈强化研磨上下料系统11-2.dwg
技 术 要 求 1.材料为聚乙烯； 2.聚乙烯材料中要加入稳定剂和其他助剂。,1,装配图纸.dwg
技术特性,1,装配图.dwg
技术要求 1.本设备按gb150-2011《钢制压力容器》和hg20584-2011《钢制化工容器制造技术要求》进行制造，试验和验收。 2.焊接采用电弧焊，焊条牌号e4303。 3.焊接接头型式及尺寸除图中注明外，按gb150-2011中规定；对接焊缝为dv3，接管与壳体，封头的焊缝为j3a，角焊缝的焊脚尺寸按较薄板的厚度；法兰的焊接按相应法兰标准中的规定。,1,基质沥青计量罐.dwg
技术要求 1.本设备按gb150-2011《钢制压力容器》和hg20584-2011《钢制化工容器制造技术要求》进行制造，试验和验收。 2.焊接采用电弧焊，焊条牌号e4303。 3.焊接接头型式及尺寸除图中注明外，按gb150-2011中规定；法兰的焊接按相应法兰标准中的规定。 4.对接焊缝需要进行无损探伤检测，探伤长度不少于焊缝全长的20%。 5.管口及支座的方位按本图。,1,基质沥青计量罐.dwg
技术要求 1、本喷雾机水平射程最大达到40米 2、风叶电动机功率40kw 3、喷雾所用水泵压力为1.5-3.0mpa 4、底架采用15号槽钢和150x3等边角钢拼接制作，表面涂红色油漆,1,1200型风送式喷雾机.dwg
技术要求:,1,后机架更换桥6.20.dwg
技术要求：,1,蜗轮.dwg
技术要求： 1、冲孔铝件，平稳放在冲孔模具上。 2、成品工件平面平整，无毛刺。 3、工件严格按图纸尺寸标准执行。,1,天花灯·COB技术文件1.dwg
技术要求： 1、工件平整放在冲孔模具上。 2、成品工件冲孔内部无毛刺。 3、工件严格按图纸尺寸标准执行。,1,天花灯·COB技术文件1.dwg
技术要求： 1、工件平整放在冲孔模具上。 2、成品工件平面平整，无毛刺。 3、工件严格按图纸尺寸标准执行。,1,天花灯·COB技术文件1.dwg
技术要求： 1、工件平整放在攻螺纹模具上。 2、成品工件冲孔内部无毛刺。 3、工件严格按图纸尺寸标准执行。,1,天花灯·COB技术文件1.dwg
技术要求： 1、工件平整放在数控车床上。 2、成品工件平面平整，无毛刺。 3、工件严格按图纸尺寸标准执行。,1,天花灯·COB技术文件1.dwg
"技术要求： 1、工件表面亚银处理. 2、成品工件勿有刮手毛刺，毛刺少于0.1mm,。 3、工件表面勿刮伤或者压痕",1,天花灯·COB技术文件1.dwg
"技术要求： 1、工件表面封闭处理. 2、成品工件勿有刮手毛刺，毛刺少于0.1mm,。 3、工件表面勿刮伤或者压痕",1,天花灯·COB技术文件1.dwg
"技术要求： 1、工件表面氧化黑处理. 2、成品工件勿有刮手毛刺，毛刺少于0.1mm,。 3、工件表面勿刮伤或者压痕",1,天花灯·COB技术文件1.dwg
"技术要求： 1、平整的放在冲压模具上。 2、成品工件平面平整,清除边角料。 4、工件严格按图纸尺寸标准执行。",1,天花灯·COB技术文件1.dwg
"技术要求： 1、平整的放在冲孔模具上。 2、毛刺少于0.1mm,未注圆角r0.5 3、工件严格按图纸尺寸标准执行。",1,天花灯·COB技术文件1.dwg
"技术要求： 1、平整的放在数控车床模具上夹紧。 2、车底。 3、毛刺少于0.1mm,未注圆角r0.5 4、成品工件内部无毛刺。 5、工件严格按图纸尺寸标准执行。",1,天花灯·COB技术文件1.dwg
"技术要求： 1、平整的放在数控车床模具上夹紧。 2、车底，车面（高光表面）。 3、毛刺少于0.1mm,未注圆角r0.5 4、成品工件平面平整，无毛刺。 5、工件严格按图纸尺寸标准执行。",1,天花灯·COB技术文件1.dwg
"技术要求： 1、平整的放在数控车床模具上夹紧。 2、车底，车面（高光表面）。 3、毛刺少于0.1mm,未注圆角r0.5 4、成品工件平面平整，无毛刺。 5、工件螺纹严格按图纸尺寸标准执行。",1,天花灯·COB技术文件1.dwg
技术要求： 1、平稳的放在锻压模具上。 2、成品工件平面平整，无毛刺。 3、工件严格按图纸尺寸标准执行。,1,天花灯·COB技术文件1.dwg
技术要求： 1、拉管平整放在锯床上。 2、切屑长度严格按图纸尺寸标准执行。,1,天花灯·COB技术文件1.dwg
技术要求： 1、按欧帝森铝管材标准验收 2、尺寸请按图纸标准。,1,天花灯·COB技术文件1.dwg
技术要求： 1、管件需清洗毛刺、锯削。 2、上皮膜。 3、平稳的放在锻压模具上。 4、成品工件平面平整，无毛刺。 4、工件严格按图纸尺寸标准执行。,1,天花灯·COB技术文件1.dwg
折叠机构底座,1,装配图纸.dwg
折叠电机,1,装配图纸.dwg
拉型铝材,1,天花灯·COB技术文件1.dwg
指 标,1,基质沥青计量罐.dwg
挡油盘,1,装配图.dwg
排空管,1,金雨薇-2-氯烟酸.dwg
接管ø32x3.5,1,基质沥青计量罐.dwg
接管ø57x3.5,1,基质沥青计量罐.dwg
控制面板局部,1,装配图纸.dwg
描 图,1,后机架更换桥6.20.dwg
描 校,1,后机架更换桥6.20.dwg
摆动桥,1,后机架更换桥6.20.dwg
支承式支座,1,基质沥青计量罐.dwg
支撑座,1,后机架更换桥6.20.dwg
支撑板,1,后机架更换桥6.20.dwg
支板,1,后机架更换桥6.20.dwg
攻螺纹,1,天花灯·COB技术文件1.dwg
效率η,1,装配图.dwg
散热器,1,天花灯·COB技术文件1.dwg
散热网,1,1200型风送式喷雾机.dwg
数 量,1,天花灯·COB技术文件1.dwg
数控精车,1,天花灯·COB技术文件1.dwg
数控精车内螺纹,1,天花灯·COB技术文件1.dwg
文件编号： 产品类型： 产品型号： 制定人： 审核人： 批准： 发布日期： 生效日期：,1,天花灯·COB技术文件1.dwg
料斗,1,后机架更换桥6.20.dwg
料斗焊接体,1,后机架更换桥6.20.dwg
斜立板,1,后机架更换桥6.20.dwg
旋紧圈,1,轴承外圈强化研磨上下料系统11-2.dwg
旋转方向,1,四缸八气门凸轮轴(465Q).dwg
无水硫酸钠,1,金雨薇-2-氯烟酸.dwg
日期,1,金雨薇-2-氯烟酸.dwg
旧底图总号,1,后机架更换桥6.20.dwg
明盛材料,1,天花灯·COB技术文件1.dwg
材质,1,天花灯·COB技术文件1.dwg
板,1,后机架更换桥6.20.dwg
板1379x350x12,1,后机架更换桥6.20.dwg
板256x180x20,1,后机架更换桥6.20.dwg
板360x220x25,1,后机架更换桥6.20.dwg
板746x685x12,1,后机架更换桥6.20.dwg
标 准,1,装配图.dwg
校核者,1,金雨薇-2-氯烟酸.dwg
核 对,1,天花灯·COB技术文件1.dwg
桥上安装板,1,后机架更换桥6.20.dwg
桥下安装板,1,后机架更换桥6.20.dwg
桥安装板,1,后机架更换桥6.20.dwg
桶装，去下一工段,1,金雨薇-2-氯烟酸.dwg
检测部位,1,四缸八气门凸轮轴(465Q).dwg
棘爪座圈,1,轴承外圈强化研磨上下料系统11-2.dwg
棘齿齿圈,1,轴承外圈强化研磨上下料系统11-2.dwg
森联材料,1,天花灯·COB技术文件1.dwg
楔形齿轮,1,轴承外圈强化研磨上下料系统11-2.dwg
槽深1.5mm,1,数据图yaoferrari.dwg
模具 夹具编号,1,天花灯·COB技术文件1.dwg
毡圈,1,装配图.dwg
氧化处理,1,天花灯·COB技术文件1.dwg
水管,1,金雨薇-2-氯烟酸.dwg
水箱框组件,1,1200型风送式喷雾机.dwg
水表,1,金雨薇-2-氯烟酸.dwg
油尺,1,装配图.dwg
油杯m10x1,1,后机架更换桥6.20.dwg
油水分离器,1,金雨薇-2-氯烟酸.dwg
法兰（rf）,1,基质沥青计量罐.dwg
法向齿形放大,1,蜗杆轴.dwg
注：未经本司同意，请勿转载、传播、抄数据。,1,天花灯·COB技术文件1.dwg
洁净区：空气等级10万级,1,金雨薇-2-氯烟酸.dwg
活塞,1,轴承外圈强化研磨上下料系统11-2.dwg
活性炭,1,金雨薇-2-氯烟酸.dwg
活接头 dia 108x3,1,1200型风送式喷雾机.dwg
浓硫酸,1,金雨薇-2-氯烟酸.dwg
溶剂出口,1,基质沥青计量罐.dwg
溶剂进口,1,基质沥青计量罐.dwg
滤液储罐,1,金雨薇-2-氯烟酸.dwg
点火开关,1,装配图纸.dwg
烘箱,1,金雨薇-2-氯烟酸.dwg
焊接件,1,后机架更换桥6.20.dwg
焊缝系数,1,基质沥青计量罐.dwg
版本号,1,天花灯·COB技术文件1.dwg
物料代码,1,后机架更换桥6.20.dwg
环形限位块,1,后机架更换桥6.20.dwg
用途或名称,1,基质沥青计量罐.dwg
甲醇回收罐,1,金雨薇-2-氯烟酸.dwg
电磁无心夹具,1,轴承外圈强化研磨上下料系统11-2.dwg
电路图,1,装配图纸.dwg
疏水阀,1,金雨薇-2-氯烟酸.dwg
目录,1,天花灯·COB技术文件1.dwg
真空管,1,金雨薇-2-氯烟酸.dwg
硫酸 计量罐,1,金雨薇-2-氯烟酸.dwg
硬度值,1,四缸八气门凸轮轴(465Q).dwg
碎冰,1,金雨薇-2-氯烟酸.dwg
福州大学至诚学院化学工程系,1,基质沥青计量罐.dwg
离心机1,1,金雨薇-2-氯烟酸.dwg
离心机2,1,金雨薇-2-氯烟酸.dwg
离心机3,1,金雨薇-2-氯烟酸.dwg
离心机4,1,金雨薇-2-氯烟酸.dwg
离心机5,1,金雨薇-2-氯烟酸.dwg
窥视孔,1,装配图.dwg
立板,1,后机架更换桥6.20.dwg
符号,1,基质沥青计量罐.dwg
筒体dn1800x6,1,基质沥青计量罐.dwg
管,1,后机架更换桥6.20.dwg
管 口 表,1,基质沥青计量罐.dwg
管道式过滤器,1,金雨薇-2-氯烟酸.dwg
箱体右盖,1,轴承外圈强化研磨上下料系统11-2.dwg
箱体左盖,1,轴承外圈强化研磨上下料系统11-2.dwg
箱座,1,装配图.dwg
箱盖,1,装配图.dwg
粉碎机,1,金雨薇-2-氯烟酸.dwg
紧固螺钉,1,装配图纸.dwg
绘图者,1,金雨薇-2-氯烟酸.dwg
绞接垫板,1,后机架更换桥6.20.dwg
绞接板,1,后机架更换桥6.20.dwg
翟荣华,1,装配图纸.dwg
翻斗销轴,1,后机架更换桥6.20.dwg
耳板,1,后机架更换桥6.20.dwg
联轴器外壳,1,轴承外圈强化研磨上下料系统11-2.dwg
联轴器挡圈,1,轴承外圈强化研磨上下料系统11-2.dwg
聚光镜片,1,天花灯·COB技术文件1.dwg
脱色釜,1,金雨薇-2-氯烟酸.dwg
腐蚀裕度，mm,1,基质沥青计量罐.dwg
苯甲曲秦,1,金雨薇-2-氯烟酸.dwg
蒸汽管,1,金雨薇-2-氯烟酸.dwg
蒸馏釜1,1,金雨薇-2-氯烟酸.dwg
蒸馏釜2,1,金雨薇-2-氯烟酸.dwg
蓄电池,1,装配图纸.dwg
蜗 轮,1,蜗轮.dwg
蜗杆轴,1,蜗杆轴.dwg
蜗杆轴向齿形角,1,蜗轮.dwg
蜗杆齿槽径向跳动公差,1,蜗杆轴.dwg
蜗杆齿距极限偏差,1,蜗杆轴.dwg
蜗杆齿距累计偏差,1,蜗杆轴.dwg
蜗轮,1,装配图.dwg
蜗轮图号,1,蜗杆轴.dwg
蜗轮径向综合公差,1,蜗轮.dwg
蜗轮蜗杆减速器,1,装配图.dwg
蜗轮齿向综合公差,1,蜗轮.dwg
螺丝,1,天花灯·COB技术文件1.dwg
螺旋方向,1,蜗杆轴.dwg
螺栓m10x30,1,后机架更换桥6.20.dwg
